unit_name,holder,holder_type,manager,acres,duration,date_est,pub_access,gap_status,corridor_town
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2010,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2010,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2010,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2010,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,1,,2011,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2012,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
"Emergency Watershed Protection Program - Floodplain Easement (EWPP-FPE), Fayette, WV",NRCS - Admin State WV,nrcs,NRCS,0,,2013,Closed,2 - managed for biodiversity - disturbance events suppressed,White Sulphur Springs
